filename,n_atoms,composition,metal_score,d_band_proxy,active_site_score,size_score,en_score,intermediate_score,surface_ratio,total_score,label,error
305612_Product_COOH_CHO.cif,34,C2 Cu27 H2 O3,0.7833,0.8986,0.9259,0.929,1.0,1.0,1.0,92.32,likely_active,
305613_Product_COOH_COOH.cif,35,C2 Cu27 H2 O4,0.7833,0.897,0.8519,0.929,1.0,1.0,1.0,91.19,likely_active,
305614_Product_CO2_CH3.cif,34,C2 Cu27 H3 O2,0.7833,0.8917,0.8889,0.929,1.0,1.0,1.0,91.67,likely_active,
305615_Product_CO2_CH2.cif,33,C2 Cu27 H2 O2,0.7833,0.8904,0.8148,0.929,1.0,1.0,1.0,90.53,likely_active,
305616_Product_CO2_CH.cif,32,C2 Cu27 H1 O2,0.7833,0.8943,0.8889,0.929,1.0,0.5,1.0,81.7,likely_active,
305617_Product_CO2_C.cif,31,C2 Cu27 O2,0.7833,0.8854,0.8889,0.929,1.0,0.5,1.0,81.57,likely_active,
305618_Product_CO2_CHOH.cif,34,C2 Cu27 H2 O3,0.7833,0.8937,0.8889,0.929,1.0,1.0,1.0,91.7,likely_active,
305619_Product_CO2_COH.cif,33,C2 Cu27 H1 O3,0.7833,0.9075,0.963,0.929,1.0,1.0,1.0,93.01,likely_active,
305620_Product_CO2_CHO.cif,33,C2 Cu27 H1 O3,0.7833,0.896,0.8519,0.929,1.0,1.0,1.0,91.17,likely_active,
305621_Product_CO2_CO.cif,32,C2 Cu27 O3,0.7833,0.8943,0.8889,0.929,1.0,1.0,1.0,91.7,likely_active,
305622_Product_CO2_COOH.cif,34,C2 Cu27 H1 O4,0.7833,0.9052,0.9259,0.929,1.0,1.0,1.0,92.42,likely_active,
305623_TS_CO_CH3.cif,33,C2 Cu27 H3 O1,0.7833,0.895,0.8889,0.929,1.0,0.6,1.0,83.71,likely_active,
305624_TS_CO_CH2.cif,32,C2 Cu27 H2 O1,0.7833,0.8976,0.8519,0.929,1.0,0.6,1.0,83.2,likely_active,
305625_TS_CO_CH.cif,31,C2 Cu27 H1 O1,0.7833,0.9009,0.9259,0.929,1.0,0.5,1.0,82.36,likely_active,
305626_TS_CO_C.cif,30,C2 Cu27 O1,0.7833,0.8927,0.8519,0.929,1.0,0.5,1.0,81.12,likely_active,
305627_TS_CO_CHOH.cif,33,C2 Cu27 H2 O2,0.7833,0.9002,0.9259,0.929,1.0,1.0,1.0,92.35,likely_active,
305628_TS_CO_COH.cif,32,C2 Cu27 H1 O2,0.7833,0.8996,0.8889,0.929,1.0,1.0,1.0,91.78,likely_active,
305629_TS_CO_CHO.cif,32,C2 Cu27 H1 O2,0.7833,0.892,0.8889,0.929,1.0,1.0,1.0,91.67,likely_active,
305630_TS_CO_CO.cif,31,C2 Cu27 O2,0.7833,0.9042,0.963,0.929,1.0,1.0,1.0,92.96,likely_active,
305631_TS_CO_COOH.cif,33,C2 Cu27 H1 O3,0.7833,0.897,0.8889,0.929,1.0,1.0,1.0,91.74,likely_active,
305632_TS_COOH_CH3.cif,35,C2 Cu27 H4 O2,0.7833,0.9002,0.9259,0.929,1.0,1.0,1.0,92.35,likely_active,
305633_TS_COOH_CH2.cif,34,C2 Cu27 H3 O2,0.7833,0.897,0.9259,0.929,1.0,1.0,1.0,92.3,likely_active,
305634_TS_COOH_CH.cif,33,C2 Cu27 H2 O2,0.7833,0.8956,0.8889,0.929,1.0,1.0,1.0,91.72,likely_active,
305635_TS_COOH_C.cif,32,C2 Cu27 H1 O2,0.7833,0.8877,0.8889,0.929,1.0,1.0,1.0,91.61,likely_active,
305636_TS_COOH_CHOH.cif,35,C2 Cu27 H3 O3,0.7833,0.9002,0.9259,0.929,1.0,1.0,1.0,92.35,likely_active,
305637_TS_COOH_COH.cif,34,C2 Cu27 H2 O3,0.7833,0.897,0.8519,0.929,1.0,1.0,1.0,91.19,likely_active,
305638_TS_COOH_CHO.cif,34,C2 Cu27 H2 O3,0.7833,0.897,0.9259,0.929,1.0,1.0,1.0,92.3,likely_active,
305639_TS_COOH_COOH.cif,35,C2 Cu27 H2 O4,0.7833,0.8979,0.8519,0.929,1.0,1.0,1.0,91.2,likely_active,
305640_TS_CO2_CH3.cif,34,C2 Cu27 H3 O2,0.7833,0.897,0.8519,0.929,1.0,1.0,1.0,91.19,likely_active,
305641_TS_CO2_CH2.cif,33,C2 Cu27 H2 O2,0.7833,0.8877,0.8148,0.929,1.0,0.7,1.0,84.49,likely_active,
305642_TS_CO2_CH.cif,32,C2 Cu27 H1 O2,0.7833,0.8976,0.8889,0.929,1.0,0.6,1.0,83.75,likely_active,
305643_TS_CO2_C.cif,31,C2 Cu27 O2,0.7833,0.9019,0.9259,0.929,1.0,0.1667,1.0,75.71,likely_active,
305644_TS_CO2_CHOH.cif,34,C2 Cu27 H2 O3,0.7833,0.9002,0.9259,0.929,1.0,1.0,1.0,92.35,likely_active,
305645_TS_CO2_COH.cif,33,C2 Cu27 H1 O3,0.7833,0.9035,0.8889,0.929,1.0,1.0,1.0,91.84,likely_active,
305646_TS_CO2_CHO.cif,33,C2 Cu27 H1 O3,0.7833,0.9035,0.9259,0.929,1.0,1.0,1.0,92.4,likely_active,
305647_TS_CO2_CO.cif,32,C2 Cu27 O3,0.7833,0.8904,0.8148,0.929,1.0,1.0,1.0,90.53,likely_active,
305648_TS_CO2_COOH.cif,34,C2 Cu27 H1 O4,0.7833,0.8986,0.9259,0.929,1.0,1.0,1.0,92.32,likely_active,
305649_CH3_Cu100.cif,31,C1 Cu27 H3,0.7833,0.8966,0.8889,0.929,1.0,0.3,1.0,77.74,likely_active,
305650_CH2_Cu100.cif,30,C1 Cu27 H2,0.7833,0.8963,0.8889,0.929,1.0,0.2,1.0,75.73,likely_active,
305651_CH_Cu100.cif,29,C1 Cu27 H1,0.7833,0.9075,0.963,0.929,1.0,0.0,1.0,73.01,likely_active,
305652_C_Cu100.cif,28,C1 Cu27,0.7833,0.8979,0.8889,0.929,1.0,0.0,1.0,71.76,likely_active,
305653_CHOH_Cu100.cif,31,C1 Cu27 H2 O1,0.7833,0.9016,0.9259,0.929,1.0,0.5,1.0,82.37,likely_active,
305654_COH_Cu100.cif,30,C1 Cu27 H1 O1,0.7833,0.8976,0.8889,0.929,1.0,0.5,1.0,81.75,likely_active,
305655_CHO_Cu100.cif,30,C1 Cu27 H1 O1,0.7833,0.9016,0.9259,0.929,1.0,1.0,1.0,92.37,likely_active,
305656_CO_Cu100.cif,29,C1 Cu27 O1,0.7833,0.8943,0.8889,0.929,1.0,0.5,1.0,81.7,likely_active,
305657_COOH_Cu100.cif,31,C1 Cu27 H1 O2,0.7833,0.8966,0.9259,0.929,1.0,1.0,1.0,92.29,likely_active,
305658_CO2_Cu100.cif,30,C1 Cu27 O2,0.7833,0.9042,0.963,0.929,1.0,1.0,1.0,92.96,likely_active,
305659_Cu100.cif,27,Cu27,0.7833,0.9055,0.963,0.929,1.0,0.0,1.0,72.98,likely_active,
312058_H4Ni4_3e.cif,102,H8 Ni4 O70 P2 W18,0.2106,0.6265,0.5455,0.8777,1.0,1.0,0.2353,62.92,likely_active,
312059_H3Ni4_3e.cif,101,H7 Ni4 O70 P2 W18,0.2106,0.625,0.5,0.8777,1.0,1.0,0.2178,62.04,likely_active,
312060_H2Ni4_3e.cif,100,H6 Ni4 O70 P2 W18,0.2106,0.628,0.5909,0.8777,1.0,1.0,0.26,63.87,likely_active,
312061_H4Ni4_2e.cif,102,H8 Ni4 O70 P2 W18,0.2106,0.6229,0.4545,0.8777,1.0,1.0,0.1961,61.11,likely_active,
312062_H3Ni4_2e.cif,101,H7 Ni4 O70 P2 W18,0.2106,0.6245,0.5,0.8777,1.0,1.0,0.2178,62.03,likely_active,
312064_Ni4_2e.cif,98,H4 Ni4 O70 P2 W18,0.2106,0.6301,0.6364,0.8777,1.0,1.0,0.2857,64.84,likely_active,
312065_H3Ni_1e.cif,101,H7 Ni4 O70 P2 W18,0.2106,0.6229,0.4545,0.8777,1.0,1.0,0.198,61.13,likely_active,
312066_H2Ni4_1e.cif,100,H6 Ni4 O70 P2 W18,0.2106,0.6245,0.5,0.8777,1.0,1.0,0.22,62.06,likely_active,
312067_HNi4_1e.cif,99,H5 Ni4 O70 P2 W18,0.2106,0.6265,0.5455,0.8777,1.0,1.0,0.2424,62.99,likely_active,
312068_Ni4_1e.cif,98,H4 Ni4 O70 P2 W18,0.2106,0.6301,0.6818,0.8777,1.0,1.0,0.3061,65.73,likely_active,
312069_H3Ni4_0e.cif,101,H7 Ni4 O70 P2 W18,0.2106,0.627,0.5455,0.8777,1.0,1.0,0.2376,62.95,likely_active,
312070_H2Ni4_0e.cif,100,H6 Ni4 O70 P2 W18,0.2106,0.627,0.5455,0.8777,1.0,1.0,0.24,62.98,likely_active,
312071_HNi4_0e.cif,99,H5 Ni4 O70 P2 W18,0.2106,0.6285,0.5909,0.8777,1.0,1.0,0.2626,63.91,likely_active,
320153_IVprime.cif,62,Al2 C27 Cl6 H19 N3 Ni1 O4,0.3167,0.7087,1.0,0.2174,0.82,1.0,0.0968,63.31,likely_active,
320154_ts-III-IVprime.cif,62,Al2 C27 Cl6 H19 N3 Ni1 O4,0.3167,0.6939,1.0,0.2174,0.82,1.0,0.0968,63.08,likely_active,
320155_ts-III-IV.cif,51,C26 H19 N3 Ni1 O2,0.7833,0.8836,1.0,0.0524,1.0,1.0,0.0392,74.84,likely_active,
320157_IIIprime.cif,62,Al2 C27 Cl6 H19 N3 Ni1 O4,0.3167,0.6791,1.0,0.2174,0.82,1.0,0.0968,62.86,likely_active,
320160_III.cif,51,C26 H19 N3 Ni1 O2,0.7833,0.928,1.0,0.0524,1.0,0.5,0.0392,65.5,likely_active,
338271_C-O-H-Cu-cluster_85-Wullf_facet_CHO.cif,88,C1 Cu85 H1 O1,0.7833,0.9157,0.7647,0.9477,1.0,0.5,1.0,80.35,likely_active,
338272_C-O-H-Cu-cluster_85-Wullf_facet_CO.cif,87,C1 Cu85 O1,0.7833,0.9157,0.7647,0.9477,1.0,0.0,1.0,70.35,likely_active,
338273_C-O-H-Cu-cluster_85-Wullf_edge2_CHO.cif,88,C1 Cu85 H1 O1,0.7833,0.9165,0.7765,0.9477,1.0,0.5,1.0,80.54,likely_active,
338274_C-O-H-Cu-cluster_85-Wullf_edge2_CO.cif,87,C1 Cu85 O1,0.7833,0.9165,0.7765,0.9477,1.0,0.0,1.0,70.54,likely_active,
338275_C-O-H-Cu-cluster_85-Wullf_edge1_CHO.cif,88,C1 Cu85 H1 O1,0.7833,0.9165,0.7765,0.9477,1.0,0.5,1.0,80.54,likely_active,
338276_C-O-H-Cu-cluster_85-Wullf_edge1_CO.cif,87,C1 Cu85 O1,0.7833,0.9165,0.7765,0.9477,1.0,0.0,1.0,70.54,likely_active,
338277_C-O-H-Cu-cluster_85-Wullf_corner_CHO.cif,88,C1 Cu85 H1 O1,0.7833,0.9168,0.7765,0.9477,1.0,0.5,1.0,80.54,likely_active,
338278_C-O-H-Cu-cluster_85-Wullf_corner_CO.cif,87,C1 Cu85 O1,0.7833,0.9168,0.7765,0.9477,1.0,0.0,1.0,70.54,likely_active,
338279_C-O-H-Cu-cluster_309-Oh_corner1_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8925,0.5243,0.529,1.0,0.5,1.0,72.21,likely_active,
338280_C-O-H-Cu-cluster_309-Oh_corner1_CO.cif,311,C1 Cu309 O1,0.7833,0.8925,0.5243,0.529,1.0,0.0,1.0,62.21,likely_active,
338281_C-O-H-Cu-cluster_309-Oh_facet2_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8922,0.5243,0.529,1.0,0.5,1.0,72.2,likely_active,
338282_C-O-H-Cu-cluster_309-Oh_facet2_CO.cif,311,C1 Cu309 O1,0.7833,0.8922,0.5243,0.529,1.0,0.0,1.0,62.2,likely_active,
338283_C-O-H-Cu-cluster_309-Oh_facet1_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8922,0.521,0.529,1.0,0.5,1.0,72.15,likely_active,
338284_C-O-H-Cu-cluster_309-Oh_facet1_CO.cif,311,C1 Cu309 O1,0.7833,0.8922,0.521,0.529,1.0,0.0,1.0,62.15,likely_active,
338285_C-O-H-Cu-cluster_309-Oh_edge1_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8925,0.5243,0.529,1.0,0.5,1.0,72.21,likely_active,
338286_C-O-H-Cu-cluster_309-Oh_edge1_CO.cif,311,C1 Cu309 O1,0.7833,0.8925,0.5243,0.529,1.0,0.0,1.0,62.21,likely_active,
338287_C-O-H-Cu-cluster_309-D5h_facet2_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8918,0.5243,0.529,1.0,0.5,1.0,72.2,likely_active,
338288_C-O-H-Cu-cluster_309-D5h_facet2_CO.cif,311,C1 Cu309 O1,0.7833,0.8918,0.5243,0.529,1.0,0.0,1.0,62.2,likely_active,
338289_C-O-H-Cu-cluster_309-D5h_facet1_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8918,0.521,0.529,1.0,0.5,1.0,72.15,likely_active,
338290_C-O-H-Cu-cluster_309-D5h_facet1_CO.cif,311,C1 Cu309 O1,0.7833,0.8918,0.521,0.529,1.0,0.0,1.0,62.15,likely_active,
338291_C-O-H-Cu-cluster_309-D5h_edge2_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8921,0.5243,0.529,1.0,0.5,1.0,72.2,likely_active,
338292_C-O-H-Cu-cluster_309-D5h_edge2_CO.cif,311,C1 Cu309 O1,0.7833,0.8921,0.5243,0.529,1.0,0.0,1.0,62.2,likely_active,
338293_C-O-H-Cu-cluster_309-D5h_edge1_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8918,0.5243,0.529,1.0,0.5,1.0,72.2,likely_active,
338294_C-O-H-Cu-cluster_309-D5h_edge1_CO.cif,311,C1 Cu309 O1,0.7833,0.8918,0.5243,0.529,1.0,0.0,1.0,62.2,likely_active,
338295_C-O-H-Cu-cluster_309-D5h_corner2_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8921,0.5243,0.529,1.0,0.5,1.0,72.2,likely_active,
338296_C-O-H-Cu-cluster_309-D5h_corner2_CO.cif,311,C1 Cu309 O1,0.7833,0.8921,0.5243,0.529,1.0,0.0,1.0,62.2,likely_active,
338297_C-O-H-Cu-cluster_309-D5h_corner1_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8921,0.5243,0.529,1.0,0.5,1.0,72.2,likely_active,
338298_C-O-H-Cu-cluster_309-D5h_corner1_CO.cif,311,C1 Cu309 O1,0.7833,0.8921,0.5243,0.529,1.0,0.0,1.0,62.2,likely_active,
338299_C-O-H-Cu-cluster_309-Ih_facet_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.895,0.521,0.529,1.0,0.5,1.0,72.2,likely_active,
338300_C-O-H-Cu-cluster_309-Ih_facet_CO.cif,311,C1 Cu309 O1,0.7833,0.895,0.521,0.529,1.0,0.0,1.0,62.2,likely_active,
338301_C-O-H-Cu-cluster_309-Ih_edge2_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.895,0.5243,0.529,1.0,0.5,1.0,72.25,likely_active,
338302_C-O-H-Cu-cluster_309-Ih_edge2_CO.cif,311,C1 Cu309 O1,0.7833,0.895,0.5243,0.529,1.0,0.0,1.0,62.25,likely_active,
338303_C-O-H-Cu-cluster_309-Ih_edge1_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.895,0.5243,0.529,1.0,0.5,1.0,72.25,likely_active,
338304_C-O-H-Cu-cluster_309-Ih_edge1_CO.cif,311,C1 Cu309 O1,0.7833,0.895,0.5243,0.529,1.0,0.0,1.0,62.25,likely_active,
338305_C-O-H-Cu-cluster_309-Ih_corner_CHO.cif,312,C1 Cu309 H1 O1,0.7833,0.8953,0.5243,0.529,1.0,0.5,1.0,72.25,likely_active,
338306_C-O-H-Cu-cluster_309-Ih_corner_CO.cif,311,C1 Cu309 O1,0.7833,0.8953,0.5243,0.529,1.0,0.0,1.0,62.25,likely_active,
338307_C-O-H-Cu-cluster_147-D5h_edge2_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.904,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338308_C-O-H-Cu-cluster_147-D5h_edge2_CO.cif,149,C1 Cu147 O1,0.7833,0.904,0.6259,0.8002,1.0,0.0,1.0,66.62,likely_active,
338309_C-O-H-Cu-cluster_147-D5h_edge1_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.904,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338310_C-O-H-Cu-cluster_147-D5h_edge1_CO.cif,149,C1 Cu147 O1,0.7833,0.904,0.6259,0.8002,1.0,0.0,1.0,66.62,likely_active,
338311_C-O-H-Cu-cluster_147-D5h_facet2_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.904,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338312_C-O-H-Cu-cluster_147-D5h_facet2_CO.cif,149,C1 Cu147 O1,0.7833,0.904,0.6259,0.8002,1.0,0.0,1.0,66.62,likely_active,
338313_C-O-H-Cu-cluster_147-D5h_edge4_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9046,0.6259,0.8002,1.0,0.5,1.0,76.63,likely_active,
338314_C-O-H-Cu-cluster_147-D5h_edge4_CO.cif,149,C1 Cu147 O1,0.7833,0.9046,0.6259,0.8002,1.0,0.0,1.0,66.63,likely_active,
338315_C-O-H-Cu-cluster_147-D5h_edge3_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9045,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338316_C-O-H-Cu-cluster_147-D5h_edge3_CO.cif,149,C1 Cu147 O1,0.7833,0.9045,0.6259,0.8002,1.0,0.0,1.0,66.62,likely_active,
338317_C-O-H-Cu-cluster_147-D5h_corner2_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9046,0.6259,0.8002,1.0,0.5,1.0,76.63,likely_active,
338318_C-O-H-Cu-cluster_147-D5h_corner2_CO.cif,149,C1 Cu147 O1,0.7833,0.9046,0.6259,0.8002,1.0,0.0,1.0,66.63,likely_active,
338319_C-O-H-Cu-cluster_147-D5h_facet1_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.904,0.619,0.8002,1.0,0.5,1.0,76.51,likely_active,
338320_C-O-H-Cu-cluster_147-D5h_facet1_CO.cif,149,C1 Cu147 O1,0.7833,0.904,0.619,0.8002,1.0,0.0,1.0,66.51,likely_active,
338321_C-O-H-Cu-cluster_147-D5h_corner1_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9046,0.6259,0.8002,1.0,0.5,1.0,76.63,likely_active,
338322_C-O-H-Cu-cluster_147-D5h_corner1_CO.cif,149,C1 Cu147 O1,0.7833,0.9046,0.6259,0.8002,1.0,0.0,1.0,66.63,likely_active,
338323_C-O-H-Cu-cluster_147-Oh_facet2_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9037,0.6259,0.8002,1.0,0.5,1.0,76.61,likely_active,
338324_C-O-H-Cu-cluster_147-Oh_facet2_CHOH.cif,151,C1 Cu147 H2 O1,0.7833,0.9037,0.6259,0.8002,1.0,0.5,1.0,76.61,likely_active,
338325_C-O-H-Cu-cluster_147-Oh_facet2_CO.cif,149,C1 Cu147 O1,0.7833,0.9037,0.6259,0.8002,1.0,0.0,1.0,66.61,likely_active,
338326_C-O-H-Cu-cluster_147-Oh_facet1_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9037,0.619,0.8002,1.0,0.5,1.0,76.51,likely_active,
338327_C-O-H-Cu-cluster_147-Oh_facet1_CHOH.cif,151,C1 Cu147 H2 O1,0.7833,0.9037,0.619,0.8002,1.0,0.5,1.0,76.51,likely_active,
338328_C-O-H-Cu-cluster_147-Oh_facet1_CO.cif,149,C1 Cu147 O1,0.7833,0.9037,0.619,0.8002,1.0,0.0,1.0,66.51,likely_active,
338329_C-O-H-Cu-cluster_147-Oh_edge_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9042,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338330_C-O-H-Cu-cluster_147-Oh_edge_CHOH.cif,151,C1 Cu147 H2 O1,0.7833,0.9042,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338331_C-O-H-Cu-cluster_147-Oh_edge_CO.cif,149,C1 Cu147 O1,0.7833,0.9042,0.6259,0.8002,1.0,0.0,1.0,66.62,likely_active,
338332_C-O-H-Cu-cluster_147-Oh_corner_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9043,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338333_C-O-H-Cu-cluster_147-Oh_corner_CHOH.cif,151,C1 Cu147 H2 O1,0.7833,0.9043,0.6259,0.8002,1.0,0.5,1.0,76.62,likely_active,
338334_C-O-H-Cu-cluster_147-Oh_corner_CO.cif,149,C1 Cu147 O1,0.7833,0.9043,0.6259,0.8002,1.0,0.0,1.0,66.62,likely_active,
338335_C-O-H-Cu-cluster_147-Ih_CHOCHO_f_e-fs.cif,153,C2 Cu147 H2 O2,0.7833,0.9121,0.619,0.8002,1.0,1.0,1.0,86.63,likely_active,
338336_C-O-H-Cu-cluster_147-Ih_CHOCHO_f_e-is.cif,153,C2 Cu147 H2 O2,0.7833,0.9121,0.619,0.8002,1.0,1.0,1.0,86.63,likely_active,
338337_C-O-H-Cu-cluster_147-Ih_CHOCHO_e1_e2-fs.cif,153,C2 Cu147 H2 O2,0.7833,0.9121,0.6259,0.8002,1.0,1.0,1.0,86.74,likely_active,
338338_C-O-H-Cu-cluster_147-Ih_CHOCHO_e1_e2-is.cif,153,C2 Cu147 H2 O2,0.7833,0.9121,0.6259,0.8002,1.0,1.0,1.0,86.74,likely_active,
338339_C-O-H-Cu-cluster_147-Ih_CHOCHO_e1_e1-fs.cif,153,C2 Cu147 H2 O2,0.7833,0.9121,0.6259,0.8002,1.0,1.0,1.0,86.74,likely_active,
338340_C-O-H-Cu-cluster_147-Ih_CHOCHO_e1_e1-is.cif,153,C2 Cu147 H2 O2,0.7833,0.9121,0.6259,0.8002,1.0,1.0,1.0,86.74,likely_active,
338341_C-O-H-Cu-cluster_147-Ih_CHOCHO_c_e-fs.cif,153,C2 Cu147 H2 O2,0.7833,0.9127,0.6259,0.8002,1.0,1.0,1.0,86.75,likely_active,
338342_C-O-H-Cu-cluster_147-Ih_CHOCHO_c_e-is.cif,153,C2 Cu147 H2 O2,0.7833,0.9127,0.6259,0.8002,1.0,1.0,1.0,86.75,likely_active,
338343_C-O-H-Cu-cluster_147-Ih_COCHO_f_e-fs.cif,152,C2 Cu147 H1 O2,0.7833,0.9121,0.619,0.8002,1.0,1.0,1.0,86.63,likely_active,
338344_C-O-H-Cu-cluster_147-Ih_COCHO_f_e-is.cif,152,C2 Cu147 H1 O2,0.7833,0.9121,0.619,0.8002,1.0,0.5,1.0,76.63,likely_active,
338345_C-O-H-Cu-cluster_147-Ih_COCHO_e1_e2-fs.cif,152,C2 Cu147 H1 O2,0.7833,0.9121,0.6259,0.8002,1.0,1.0,1.0,86.74,likely_active,
338346_C-O-H-Cu-cluster_147-Ih_COCHO_e1_e2-is.cif,152,C2 Cu147 H1 O2,0.7833,0.9121,0.6259,0.8002,1.0,0.5,1.0,76.74,likely_active,
338347_C-O-H-Cu-cluster_147-Ih_COCHO_e1_e1-fs.cif,152,C2 Cu147 H1 O2,0.7833,0.9121,0.6259,0.8002,1.0,1.0,1.0,86.74,likely_active,
338348_C-O-H-Cu-cluster_147-Ih_COCHO_e1_e1-is.cif,152,C2 Cu147 H1 O2,0.7833,0.9121,0.6259,0.8002,1.0,0.5,1.0,76.74,likely_active,
338349_C-O-H-Cu-cluster_147-Ih_COCHO_c_e-fs.cif,152,C2 Cu147 H1 O2,0.7833,0.9127,0.6259,0.8002,1.0,1.0,1.0,86.75,likely_active,
338350_C-O-H-Cu-cluster_147-Ih_COCHO_c_e-is.cif,152,C2 Cu147 H1 O2,0.7833,0.9127,0.6259,0.8002,1.0,0.5,1.0,76.75,likely_active,
338351_C-O-H-Cu-cluster_147-Ih_COCO_e1_f-fs.cif,151,C2 Cu147 O2,0.7833,0.9121,0.619,0.8002,1.0,0.5,1.0,76.63,likely_active,
338352_C-O-H-Cu-cluster_147-Ih_COCO_e1_f-is.cif,151,C2 Cu147 O2,0.7833,0.9121,0.619,0.8002,1.0,0.0,1.0,66.63,likely_active,
338353_C-O-H-Cu-cluster_147-Ih_COCO_e1_e1-fs.cif,151,C2 Cu147 O2,0.7833,0.9121,0.6259,0.8002,1.0,0.5,1.0,76.74,likely_active,
338354_C-O-H-Cu-cluster_147-Ih_COCO_e1_e1-is.cif,151,C2 Cu147 O2,0.7833,0.9121,0.6259,0.8002,1.0,0.0,1.0,66.74,likely_active,
338355_C-O-H-Cu-cluster_147-Ih_COCO_c_e-fs.cif,151,C2 Cu147 O2,0.7833,0.9129,0.6259,0.8002,1.0,0.5,1.0,76.75,likely_active,
338356_C-O-H-Cu-cluster_147-Ih_COCO_c_e-is.cif,151,C2 Cu147 O2,0.7833,0.9127,0.6259,0.8002,1.0,0.0,1.0,66.75,likely_active,
338357_C-O-H-Cu-cluster_147-Ih_facet_CHOH.cif,151,C1 Cu147 H2 O1,0.7833,0.9124,0.619,0.8002,1.0,0.5,1.0,76.64,likely_active,
338358_C-O-H-Cu-cluster_147-Ih_facet_COH.cif,150,C1 Cu147 H1 O1,0.7833,0.9118,0.619,0.8002,1.0,0.5,1.0,76.63,likely_active,
338359_C-O-H-Cu-cluster_147-Ih_facet_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9124,0.619,0.8002,1.0,0.5,1.0,76.64,likely_active,
338360_C-O-H-Cu-cluster_147-Ih_facet_CO.cif,149,C1 Cu147 O1,0.7833,0.9124,0.619,0.8002,1.0,0.0,1.0,66.64,likely_active,
338361_C-O-H-Cu-cluster_147-Ih_edge_CHOH.cif,151,C1 Cu147 H2 O1,0.7833,0.9124,0.6259,0.8002,1.0,0.5,1.0,76.74,likely_active,
338362_C-O-H-Cu-cluster_147-Ih_edge_COH.cif,150,C1 Cu147 H1 O1,0.7833,0.9124,0.6259,0.8002,1.0,0.0,1.0,66.74,likely_active,
338363_C-O-H-Cu-cluster_147-Ih_edge_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.9124,0.6259,0.8002,1.0,0.5,1.0,76.74,likely_active,
338364_C-O-H-Cu-cluster_147-Ih_edge_CO.cif,149,C1 Cu147 O1,0.7833,0.9124,0.6259,0.8002,1.0,0.0,1.0,66.74,likely_active,
338365_C-O-H-Cu-cluster_147-Ih_corner_CHOH.cif,151,C1 Cu147 H2 O1,0.7833,0.913,0.6259,0.8002,1.0,0.5,1.0,76.75,likely_active,
338366_C-O-H-Cu-cluster_147-Ih_corner_COH.cif,150,C1 Cu147 H1 O1,0.7833,0.913,0.6259,0.8002,1.0,0.5,1.0,76.75,likely_active,
338367_C-O-H-Cu-cluster_147-Ih_corner_CHO.cif,150,C1 Cu147 H1 O1,0.7833,0.913,0.6259,0.8002,1.0,0.5,1.0,76.75,likely_active,
338368_C-O-H-Cu-cluster_147-Ih_corner_CO.cif,149,C1 Cu147 O1,0.7833,0.913,0.6259,0.8002,1.0,0.0,1.0,66.75,likely_active,
338369_C-O-H-Cu-cluster_55-D5h_CHOCHO_f_e3-fs.cif,61,C2 Cu55 H2 O2,0.7833,0.9139,0.7636,0.9983,1.0,1.0,1.0,90.81,likely_active,
338370_C-O-H-Cu-cluster_55-D5h_CHOCHO_f_e3-is.cif,61,C2 Cu55 H2 O2,0.7833,0.9139,0.7636,0.9983,1.0,1.0,1.0,90.81,likely_active,
